city_name,psgc,year,annual_mean_nightlight,annual_max_nightlight,annual_std_nightlight
City of Tabaco,500517000,2023,0.6944045911047346,35.0,1.9276393997662762
City of Tabaco,500517000,2024,0.6197991391678622,10.0,1.2689011569734483
City of Tabuk,1403213000,2022,0.10428931875525652,7.0,0.4902195583874436
City of Tabuk,1403213000,2023,0.11830670030838239,6.0,0.46463811954402423
City of Tabuk,1403213000,2024,0.13372582001682085,8.0,0.5255493031537667
City of Tacloban,831600000,2022,1.8357723577235772,18.0,2.834288602654702
City of Tacloban,831600000,2023,2.3317073170731706,22.0,3.436847607228507
City of Tacloban,831600000,2024,2.9365853658536585,26.0,4.2011471196283345
City of Tacurong,1206511000,2022,0.41450777202072536,10.0,0.947697996971035
City of Tacurong,1206511000,2023,0.5064766839378239,9.0,1.043712743482199
City of Tacurong,1206511000,2024,0.5751295336787565,10.0,1.1929425928573218
City of Tagaytay,402119000,2022,4.165109034267913,18.0,3.1087501977241345
City of Tagaytay,402119000,2023,4.688473520249222,25.0,3.647577334518432
City of Tagaytay,402119000,2024,5.361370716510903,24.0,4.0217791032581784
City of Tagbilaran,701242000,2022,3.7333333333333334,16.0,3.273932265431354
City of Tagbilaran,701242000,2023,5.425641025641026,22.0,4.584070408726621
City of Tagbilaran,701242000,2024,5.794871794871795,24.0,4.845190516110754
City of Taguig,1381500000,2022,24.61682242990654,57.0,10.739171777367003
City of Taguig,1381500000,2023,25.322429906542055,57.0,10.550003839404138
City of Taguig,1381500000,2024,27.05607476635514,63.0,10.766278069557998
City of Tagum,1102319000,2022,1.7124117053481331,22.0,2.522359613177294
City of Tagum,1102319000,2023,2.0353178607467206,26.0,2.9737777424391867
City of Tagum,1102319000,2024,2.1473259334006056,25.0,3.1030876218410137
City of Talisay,604528000,2022,0.9050814956855225,16.0,1.7775642000245406
City of Talisay,604528000,2023,1.0230105465004793,13.0,1.8290947173472982
City of Talisay,604528000,2024,1.3221476510067114,21.0,2.574258289748929
City of Talisay,702250000,2022,6.603112840466926,27.0,6.790218849366084
City of Talisay,702250000,2023,8.513618677042802,31.0,8.858200345686502
City of Talisay,702250000,2024,8.926070038910506,32.0,9.025600280917176
City of Tanauan,401031000,2022,2.718494271685761,31.0,3.6079519864298217
City of Tanauan,401031000,2023,3.4566284779050735,43.0,4.976803911770112
City of Tanauan,401031000,2024,4.157119476268412,63.0,6.296404363248045
City of Tandag,1606819000,2022,0.2668067226890756,12.0,1.0126464477743944
