city_name,psgc,year,poi_count,large_water_m,small_water_m,building_area_m2,gray_zones_area_m2,green_zones_area_m2,poi_per_km2,large_water_m_per_km2,small_water_m_per_km2,building_coverage_ratio,gray_zones_coverage_ratio,green_zones_coverage_ratio
City of Caloocan,1380100000,2023,144.0,59198.51535131819,32887.64873642399,8522052.037311766,15097399.450769302,868941.3846368692,2.7042691414334903,1111.7272103003231,617.6184278626076,0.16004112740411539,0.2835238295181274,0.016318412306860933
City of Caloocan,1380100000,2024,151.0,62313.11475420775,35087.6585694808,9119281.339199688,18336076.535496727,799935.2032116828,2.8357266691420624,1170.2182870583886,658.9338355180645,0.17125688276144435,0.3443450413187951,0.015022500591608902
City of Caloocan,1380100000,2025,162.0,45381.86687719586,41686.737320620254,9137601.971561842,20353569.353028607,571539.642920825,3.0423027841126764,852.2554317822458,782.8622037722025,0.17160093776664243,0.38223284388487266,0.010733312635115993
City of Candon,102906000,2022,12.0,46861.84553950301,6097.789627767629,1591184.8918379175,371598.2187241846,72709.54776524214,0.15453429820020873,603.4802010678065,78.52647005829854,0.020491053380578966,0.004785389161915794,0.0009363432446963541
City of Candon,102906000,2023,12.0,51496.56444032054,6097.78962776763,1589361.729967099,382308.5447838514,72709.54776524214,0.15453429820020873,663.1654537922299,78.52647005829856,0.020467574960561275,0.004923315222009629,0.0009363432446963541
City of Candon,102906000,2024,16.0,41774.05848898544,6500.812175267705,1613261.7696240607,398817.97063508,68744.8170533853,0.20604573093361161,537.9604009641531,83.71653726969726,0.020775356281840084,0.005135921266810295,0.0008852860048538865
City of Candon,102906000,2025,16.0,41774.67731414969,6500.812175267706,1616407.4274391588,400554.97292899294,69523.57357453479,0.20604573093361161,537.9683701068585,83.71653726969727,0.020815865617076268,0.0051582901360154605,0.0008953147208926092
City of Canlaon,704608000,2022,5.0,116177.8140759245,12242.984154154468,162574.8664510379,610611.8727234075,35078248.23680022,0.033920772095103705,788.1682307553532,83.05829505140794,0.0011029329986555155,0.004142485234643035,0.23797625278719473
City of Canlaon,704608000,2023,2.0,118527.2491548554,18039.02120481469,167824.73088942366,610611.8727234075,11883096.26795581,0.013568308838041481,804.1071611282846,122.37950542145242,0.00113854888968445,0.004142485234643035,0.08061676005790128
City of Canlaon,704608000,2024,2.0,118527.2491548554,18039.02120481469,174152.0602938916,610611.8727234075,11889641.839584429,0.013568308838041481,804.1071611282846,122.37950542145242,0.0011814744694243712,0.004142485234643035,0.08066116622659059
City of Canlaon,704608000,2025,3.0,135382.35193705096,39398.96037670276,865120.2794035166,735433.4663070092,11883036.61522214,0.020352463257062223,918.4547811511654,267.28863114443106,0.0058691095664998244,0.004989294200342437,0.08061635536454453
City of Carcar,702214000,2022,14.0,31151.27962783781,9471.268831314786,124658.56801938642,377613.6867140036,1674245.5592840838,0.14171930631234866,315.3384099713695,95.87583204797863,0.0012618946989712983,0.0038225106953683674,0.01694806566130504
City of Carcar,702214000,2023,10.0,31151.25500650541,9471.268831314788,155031.9491193416,305852.4015661955,1674245.5592840838,0.10122807593739191,315.33816073435895,95.87583204797865,0.0015693585918174588,0.0030960850131376517,0.01694806566130504
City of Carcar,702214000,2024,10.0,31221.247520651523,9471.268831314786,156043.5714012725,305852.4015661955,1674245.5592840838,0.10122807593739191,316.0466814880621,95.87583204797863,0.0015795990495349847,0.0030960850131376517,0.01694806566130504
City of Carcar,702214000,2025,9.0,31222.935362110988,9471.268831314786,174949.22595493685,471857.4223071149,1673890.399656806,0.09110526834365272,316.063767182405,95.87583204797863,0.0017709773530154283,0.004776521897692663,0.016944470448733043
City of Carmona,402104000,2022,14.0,30162.17306315017,46505.25771529992,2251522.05400623,9157310.391849289,6878052.289029993,0.5802826854863538,1250.1847703706387,1927.5854168763722,0.09332280456646332,0.37955919042959996,0.2850867609424205
City of Carmona,402104000,2023,15.0,32008.335042115228,44931.252752878565,2339078.2276824387,9150948.1136017,6772030.8991165655,0.621731448735379,1326.7059011561134,1862.3448578361786,0.09695189968015902,0.37929548186479123,0.28069230545256624
City of Carmona,402104000,2024,15.0,29486.8383788442,47271.28528738525,2380511.523054107,9926791.843383742,6696006.206225547,0.621731448735379,1222.1929829269855,1959.3363123539627,0.09866925853064624,0.4114532449387679,0.27754117595584654
City of Carmona,402104000,2025,14.0,29487.09417194537,47609.574493861306,2507845.957092744,10242028.37272821,6699036.233738358,0.5802826854863538,1222.2035852346764,1973.3579815828894,0.10394711334056232,0.4245194092110111,0.2776667668488631
City of Catbalogan,806005000,2022,41.0,33877.07122214926,25469.848702849253,868392.792413265,1471389.8230886837,6621850.519681083,0.24195664378913984,199.92152327602167,150.30729536484347,0.005124717208365679,0.008683232763415467,0.03907806652232698
City of Catbalogan,806005000,2023,42.0,51546.1074277028,36105.31541562446,872761.5530942252,1321581.0373773535,7057523.085042993,0.24785802534497253,304.1932476488152,213.07124246128748,0.005150498932070144,0.007799153958516933,0.04164913656393607
City of Catbalogan,806005000,2024,39.0,56969.43743928424,31870.159494982054,874514.452421647,1295165.1404586204,7057523.085042993,0.2301538806774745,336.1983873503557,188.07797142513283,0.0051608434598302225,0.007643263671659944,0.04164913656393607
City of Catbalogan,806005000,2025,34.0,46911.55910916961,43755.73176608016,882706.6216079739,1301875.7363262926,7048957.279614082,0.2006469728983111,276.84300968220805,258.2192684063075,0.005209188575968673,0.007682865458342071,0.04159858647776704
City of Cauayan,203108000,2022,26.0,488898.9745654592,78900.05761582838,527572.9087282617,32631862.43731014,14718.946538299935,0.07725549174127777,1452.6973343023462,234.44087498176808,0.0015676117112760812,0.09696117611646637,4.3735363566536144e-05
City of Cauayan,203108000,2023,26.0,488898.97456551576,79375.62790291963,528995.3291750838,32642005.402239744,24333.219112383355,0.07725549174127777,1452.6973343025143,235.85396791972096,0.0015718382417023154,0.09699131456813373,7.230287723751672e-05
City of Cauayan,203108000,2024,27.0,485454.7462593607,79467.27875730279,2115864.7418514383,33000376.212107707,22155.987834060244,0.08022685680825,1442.4632746309283,236.12629606679323,0.006287006580375562,0.09805616507359793,6.583352827438816e-05
City of Cauayan,203108000,2025,26.0,486271.4679706981,86133.53690677347,3065622.5043167844,33413391.77064833,27827.54584771743,0.07725549174127777,1444.890052993434,255.9341826595493,0.009109083617850794,0.09928338507636157,8.268579763147548e-05
City of Cavite,402105000,2022,13.0,0.0,2904.639966688348,1680683.6924980995,15131.963734636623,4023150.139618154,1.0941240834909918,0.0,244.46434934032257,0.14145203882251836,0.0012735573809675553,0.338601958404336
City of Cavite,402105000,2023,13.0,0.0,2904.639966688348,1681700.610543631,15131.963734636623,4026239.364245961,1.0941240834909918,0.0,244.46434934032257,0.1415376260936378,0.0012735573809675553,0.3388619580246896
City of Cavite,402105000,2024,13.0,0.0,2904.639966688348,1684809.5001633982,17432.084152392006,4044169.066188884,1.0941240834909918,0.0,244.46434934032257,0.14179928078639953,0.0014671433151210572,0.34037098254050246
City of Cavite,402105000,2025,13.0,0.0,2904.639966688348,1686165.8437887395,18352.024192774723,4044169.066188884,1.0941240834909918,0.0,244.46434934032257,0.14191343526532071,0.0015445685884710883,0.34037098254050246
City of Cebu,730600000,2022,237.0,157964.70326391404,100236.89124147348,4250488.272819328,19391528.9391013,11306644.336729633,0.8151717151713944,543.3264054691358,344.7691078344323,0.014619737618860883,0.06669799959950606,0.03888969053504147
City of Cebu,730600000,2023,239.0,157956.8102136788,101126.01880665918,4349355.613700951,19385865.816840865,11314448.080273269,0.8220508013753725,543.2992569826455,347.8273004180551,0.014959796099202267,0.06667852104639946,0.03891653184731667
City of Cebu,730600000,2024,247.0,158036.32295034954,103248.34818297856,4887007.210332043,20274696.66842657,57291486.79020158,0.8495671461912845,543.5727444675816,355.127143784523,0.016809071939668112,0.06973569307080608,0.1970565381919321
City of Cebu,730600000,2025,251.0,160561.3700087662,105339.2936609987,5745476.278813394,22360356.214714486,65390214.21395464,0.8633253185992406,552.2577526595562,362.3190408800823,0.01976181330243407,0.07690940897633822,0.22491246023719114
City of Cotabato,1908703000,2022,38.0,132406.46479259996,22808.783592526943,1705793.0021826525,4800035.817512088,514312.4697651223,0.44146063014635456,1538.2168784945338,264.9784204639152,0.019816854043231465,0.0557638641243147,0.005974965973543127
City of Cotabato,1908703000,2023,37.0,186798.494480034,46541.1115251938,1698383.6863831824,4548025.079127426,2237899.6486422447,0.4298432451425031,2170.110028514372,540.6860110953637,0.019730777168973902,0.0528361583513952,0.02599854181826081
City of Cotabato,1908703000,2024,37.0,186798.494480034,46541.1115251938,1702325.0699022908,4577664.06892481,2206847.53893666,0.4298432451425031,2170.110028514372,540.6860110953637,0.01977656573876322,0.05318048590699663,0.025637797504629203
City of Cotabato,1908703000,2025,37.0,175601.77676124292,49872.29320105088,1671976.169985795,5016186.307140922,2200175.441819127,0.4298432451425031,2040.033447995731,579.3856311415705,0.019423990883989932,0.05827496758110386,0.025560285183631737
City of Dagupan,105518000,2022,75.0,87892.18417927412,14860.709899593814,800187.1346266891,1579213.2102569786,64784.592172862,1.7343125371519936,2032.4335591971628,343.64153986459064,0.018503661062010627,0.03651799025846301,0.0014980897389289798
City of Dagupan,105518000,2023,69.0,87892.19477578475,13865.55131484046,845538.5660335742,1597529.3042880483,65428.33455557742,1.595567534179834,2032.433804232646,320.6293263980283,0.019552375142900622,0.03694153467859286,0.0015129757453961725
City of Dagupan,105518000,2024,68.0,87835.03575133313,13865.546690845167,983960.616712754,1895334.72460856,65428.33455557742,1.5724433670178075,2031.1120493964083,320.62921947198816,0.02275326978171649,0.04382803699984196,0.0015129757453961725
City of Dagupan,105518000,2025,68.0,87835.03575133313,12803.55286581228,989090.0777610488,1896607.171292693,65682.13402679114,1.5724433670178075,2031.1120493964083,296.0714967368877,0.022871884296448364,0.04385746126967061,0.0015188446467941526
City of Dapitan,907201000,2022,5.0,183884.16203303004,17680.61852918328,143754.41512201042,1592122.4777723567,173257.4926517907,0.022717398499171145,835.4739573181,80.33153136785717,0.0006531452668683971,0.007233776157408477,0.0007871919007075892
City of Dapitan,907201000,2023,5.0,183884.1620330375,17680.61852918328,148545.2730682833,1589045.1886716587,173257.4926517907,0.022717398499171145,835.4739573181339,80.33153136785717,0.0006749124326920774,0.007219794556848934,0.0007871919007075892
City of Dapitan,907201000,2024,7.0,183884.1620330375,17680.61852918328,162699.48295630273,1853808.0596931293,1171469.2268215998,0.031804357898839605,835.4739573181339,80.33153136785717,0.0007392217979854866,0.008422739286604813,0.005322546651044439
City of Dapitan,907201000,2025,8.0,164850.9517892691,18616.165879167776,168555.86373127982,1875051.841076696,1127632.777882352,0.036347837598673834,748.9969529528954,84.58217176074542,0.0007658301451510945,0.008519259976068765,0.005123376635176147
City of Dasmariñas,402106000,2022,54.0,120995.4960961314,114664.65816398631,9008441.3183383,32795919.76316608,2388839.2741092257,0.5990679678152622,1342.3060363168322,1272.0726619727961,0.09993830803259197,0.3638330556509685,0.026501427581072223
City of Dasmariñas,402106000,2023,53.0,121000.57382113648,116806.46830375268,9155307.30270115,33653689.71723337,2633477.9307724745,0.587974116559424,1342.3623678427564,1295.8335850816104,0.10156761741765569,0.37334902793311814,0.029215412449522374
City of Dasmariñas,402106000,2024,56.0,122514.76927268518,121495.28885420116,9226358.342020713,34098335.493654646,2949490.79839284,0.6212556703269386,1359.1606269545046,1347.850662833603,0.10235584707943964,0.3782818620382725,0.032721212197833596
City of Dasmariñas,402106000,2025,52.0,124276.4811218839,127170.48382800992,9319185.92811204,35036206.09435319,4137382.607195274,0.5768802653035858,1378.7047961651626,1410.810431720918,0.10338566251197533,0.38868645897964577,0.04589950723271637
City of Davao,1130700000,2022,359.0,1531791.9935717292,1624343.544511968,14154194.124990871,50535823.69466659,362824667.097645,0.15317677141257208,653.5792536238017,693.0688017080691,0.006039258378866009,0.021562435415665705,0.15480866600239146
City of Davao,1130700000,2023,341.0,1292292.76915557,1874244.326748428,14566451.44751854,56910409.06883277,369842909.7542029,0.14549659902976902,551.3906242313719,799.6955287176992,0.006215158784592973,0.024282319556915226,0.15780318341498625
City of Davao,1130700000,2024,335.0,1319253.8156870792,1989088.4126379243,15012396.393162834,60754257.76223164,370461609.4918449,0.14293654156883467,562.89426228597,848.6967718719643,0.006405432898803413,0.025922398477954984,0.158067167894891
City of Davao,1130700000,2025,342.0,1242869.8349368984,2414921.609973912,15188281.410863036,63857706.04816174,371316175.8296223,0.14592327527325807,530.3030323167422,1030.3896808642187,0.006480478857441741,0.027246566134458198,0.1584317910497061
City of Digos,1102403000,2022,23.0,126748.5611156533,90736.55372113267,839114.9210546815,1781081.2756045116,4266224.712310711,0.0865150482109792,476.7677337214343,341.30770955138684,0.0031563507760694683,0.0066995796707215935,0.016047505941931828
City of Digos,1102403000,2023,24.0,133148.62424317043,79930.72852537237,899631.3168413705,2200791.239038274,4287920.293086343,0.09027657204623916,500.8417237227584,300.66134051788174,0.0033839846412451247,0.008278328702073779,0.016129114386139176
City of Digos,1102403000,2024,25.0,145772.5442927423,83982.84842389346,906333.1378803502,2746869.6814397867,4287920.293086343,0.09403809588149913,548.3268998836392,315.90348609950007,0.0034091937008228937,0.010332415779088704,0.016129114386139176
City of Digos,1102403000,2025,27.0,122952.9173513731,176151.17278122206,957908.4299790493,3155191.930047798,4302568.467034029,0.10156114355201906,462.49032923193846,662.5968350255632,0.003603195391362645,0.011868329649694684,0.01618421384158643
City of Dipolog,907202000,2022,18.0,160748.96343663946,2382.7124803622382,4425235.387775518,771197.845945401,284639.0054800117,0.15192671432589347,1356.7812136789898,20.110982129151935,0.03735063736574475,0.006509197490538408,0.0024024593817537866
City of Dipolog,907202000,2023,18.0,160728.8596026806,2382.7124803622382,4426572.346230245,816315.8591273577,287822.2864957079,0.15192671432589347,1356.611529821283,20.110982129151935,0.037361921793812355,0.0068900103516299094,0.002429327460947715
City of Dipolog,907202000,2024,22.0,160728.8596026806,2382.7124803622382,4424161.717173404,827641.3436180436,287822.2864957079,0.18568820639831424,1356.611529821283,20.110982129151935,0.03734157518536434,0.006985601665342064,0.002429327460947715
City of Dipolog,907202000,2025,11.0,165891.54490286205,2436.406270157531,4425839.742539642,1067582.0633831378,292500.50595293794,0.09284410319915712,1400.1865195299029,20.564177743779933,0.03735573834538923,0.009010790842392103,0.002468813378227295
City of Dumaguete,704610000,2022,62.0,23795.799653804253,2671.334386958022,776063.897275915,329927.5831723047,175803.8261060915,1.8085613555486533,694.1316722298128,77.92374419355696,0.022638051194349994,0.00962410124282249,0.005128258162146331
City of Dumaguete,704610000,2023,56.0,25028.066480065747,4604.582817883309,834099.1554048884,633009.2763538972,174636.4490244415,1.6335392888826545,730.0773199991858,134.31726682011413,0.024330959663887933,0.01846509862770123,0.005094205370578181
City of Dumaguete,704610000,2024,50.0,19578.54905967248,10200.626249817562,909346.1425045136,1929125.9191621384,171836.2121475763,1.4585172222166558,571.1130197909206,297.5557812550843,0.02652594019598229,0.0562732675384503,0.0050125214963542995
City of Dumaguete,704610000,2025,50.0,23642.139726410776,14290.72022001883,932566.5750595486,1965113.8098540453,172399.71344752368,1.4585172222166558,689.6493592204539,416.8652311755452,0.027203288211759068,0.05732304670575823,0.005028959023368594
City of El Salvador,1004307000,2022,5.0,34896.69886582553,9549.061018404158,1264656.6111436244,444956.9215068657,190913.9758127183,0.05874640331967326,410.0111092193942,112.1945979822681,0.01485880546782691,0.005227923754144506,0.002243101884491259
City of El Salvador,1004307000,2023,5.0,38773.97488816812,9551.911736819307,1279063.8837102766,465099.8839169231,196317.0878102448,0.05874640331967326,455.5663134174415,112.22809187302155,0.015028080556814313,0.005464589072903356,0.0023065845638088702
City of El Salvador,1004307000,2024,5.0,38762.19102753162,9551.911736819307,1283020.1664046736,465099.8839169231,128319.81149662776,0.05874640331967326,455.42786153151854,112.22809187302155,0.01507456403257665,0.005464589072903356,0.001507665480017068
City of El Salvador,1004307000,2025,5.0,38762.19102753162,9498.242716392602,1286223.2794638593,470559.6978056602,128319.81149662776,0.05874640331967326,455.42786153151854,111.59751948906975,0.015112198306907338,0.005528737958654976,0.001507665480017068
City of Escalante,604509000,2022,4.0,111847.97467123505,32449.754773155106,864179.1145517338,4973626.174645812,4944430.333346855,0.020817726349424186,582.1051323607747,168.88252874336607,0.004497561080906423,0.02588489716702749,0.02573294940835176
City of Escalante,604509000,2023,4.0,111860.03601301892,32449.754773155106,866586.4366840185,5000985.050865921,4943013.623301707,0.020817726349424186,582.1679047889406,168.88252874336607,0.004510089824252626,0.026027284566621987,0.02572557623784267
City of Escalante,604509000,2024,4.0,111860.03601301892,32449.754773155106,869446.8800852537,5001324.36130517,4943013.623301707,0.020817726349424186,582.1679047889406,168.88252874336607,0.00452497680624386,0.026029050484589932,0.02572557623784267
City of Escalante,604509000,2025,4.0,118861.80820913256,39888.93246873248,869620.6352361205,5040748.311140722,4943013.623301707,0.020817726349424186,618.6081491738657,207.59922012618352,0.004525881103039497,0.026234229734412418,0.02572557623784267
City of Gapan,304908000,2022,10.0,98439.32837113088,123602.96372215448,183077.94583354023,438260.5883501234,384883.0115477968,0.05806662330013442,571.6039398444692,717.7206733234525,0.0010630718115278595,0.00254483124910219,0.0022348856846167203
City of Gapan,304908000,2023,20.0,98426.13009193362,106820.95471236036,226098.54266059736,1077909.027521684,384883.0115477968,0.11613324660026884,571.5273018938335,620.2732137843348,0.001312877890538228,0.006259053745291586,0.0022348856846167203
City of Gapan,304908000,2024,19.0,98426.13009219286,106821.96162504378,229326.52274258816,1119763.052499083,384883.0115477968,0.1103265842702554,571.5273018953388,620.2790605862832,0.0013316216808823577,0.006502085935487291,0.0022348856846167203
City of Gapan,304908000,2025,19.0,97812.19934036431,101004.31717021404,320868.0010847636,1121465.8208369568,384883.0115477968,0.1103265842702554,567.9624133254591,586.4979636810118,0.0018631721348056093,0.006511973336251562,0.0022348856846167203
City of General Santos,1230800000,2022,77.0,414138.4865646801,77077.41196282879,14557405.175812406,18288330.68848231,12164640.160703886,0.14767490270834543,794.2579313145527,147.82336769638704,0.02791900510420859,0.03507438253402173,0.023330026652129587
City of General Santos,1230800000,2023,75.0,392703.6059364881,22174.27895250945,14551286.936754365,18617035.32109845,12032125.495263372,0.1438391909496871,753.1489194790558,42.527071258955125,0.027907271203459982,0.03570479064624733,0.02307588262191716
City of General Santos,1230800000,2024,74.0,369915.3787128356,40663.30007115534,14562150.626668964,18840608.66496394,12038636.48843669,0.14192133507035795,709.4443839186852,77.98634911439117,0.027928106195033907,0.036133572098241036,0.023088369768454877
City of General Santos,1230800000,2025,74.0,319216.55072749633,86337.08184085923,14576919.24268852,19351632.57561392,12094064.789747369,0.14192133507035795,612.2113385919043,165.58208001261485,0.02795643027209657,0.03711364230975888,0.023194673262004792
City of General Trias,402108000,2022,44.0,129758.76665931,85082.25649346392,5807959.223078711,28641788.944179207,1308311.099133722,0.502829750448182,1482.8765513128346,972.3156772767426,0.06637306106258829,0.3273168997088893,0.014951312351954456
City of General Trias,402108000,2023,46.0,128878.01737152212,93986.35059878502,6026712.794583068,31826277.092255805,1561500.3845682128,0.5256856481958266,1472.8113934813393,1074.0712094800547,0.06887296569370613,0.36370906745440174,0.017844746561299422
City of General Trias,402108000,2024,50.0,136696.16765941077,93177.74330886712,6151870.066754244,33001129.48208594,1561138.421833794,0.5713974436911159,1562.15681525919,1064.830486711873,0.0703032566012654,0.37713522049966847,0.017840610069676258
City of General Trias,402108000,2025,47.0,133500.67979396295,100694.19647965356,6286401.219403745,33797426.017811574,1275368.4581323755,0.5371135970696489,1525.6389433059326,1150.7281292601,0.07184067173568026,0.38623525659834285,0.014574845534822385
City of Gingoog,1004308000,2022,25.0,398878.3407904007,122355.85727911771,2133466.910098391,2399869.844738588,133631177.92640728,0.043225850848380924,689.6742266262207,211.55744148691704,0.003688836897834767,0.004149456638567892,0.2310528546296134
City of Gingoog,1004308000,2023,26.0,418377.1686453704,156618.05778251123,2197489.9705718835,2835174.668146007,151506702.39124307,0.044954884882316165,723.3883636093078,270.79795223479744,0.003799534948350129,0.0049021134933754885,0.26196024480375646
City of Gingoog,1004308000,2024,25.0,418377.1686453704,164624.79506287354,2208576.880297727,2873970.0339109804,151447965.7914766,0.043225850848380924,723.3883636093078,284.64187349332195,0.0038187045925972803,0.004969192001142093,0.2618586872237226
City of Gingoog,1004308000,2025,25.0,424382.0067060804,158612.7928356031,2203475.5527585424,2876175.1081549213,151444951.46481276,0.043225850848380924,733.7709329845451,274.2469170302769,0.003809884223663779,0.004973004649557221,0.2618534753503314
City of Guihulngan,704611000,2022,8.0,79007.627814579,1715.4820231610142,65000.87652075084,930355.5911707036,9366.119494322596,0.02134876025735665,210.83936308948876,4.577926804783705,0.00017346101616994407,0.002482742308749334,2.4994379953255953e-05
City of Guihulngan,704611000,2023,0.0,92235.635908485,19701.737799530496,80163.27808050378,932850.9617344164,9366.061900724646,0.0,246.13955977438533,52.57595961693474,0.00021392332564806107,0.00248940144223908,2.4994226259266576e-05
City of Guihulngan,704611000,2024,0.0,92226.64010399288,19701.737799530496,101154.73974347091,993186.2985006402,9366.061900724646,0.0,246.11555361520726,52.57595961693474,0.00026994103595983336,0.0026504120221977033,2.4994226259266576e-05
City of Guihulngan,704611000,2025,0.0,115761.62085130226,26774.8734388326,717825.2251728824,1003680.2376573528,9366.061900724646,0.0,308.92088631968386,71.45129424583796,0.0019155848298623651,0.0026784160960991966,2.4994226259266576e-05
City of Himamaylan,604510000,2022,7.0,168544.85359632538,21535.936397844256,89756.61235208383,3160884.2101370944,367107.7553519856,0.019272766249818944,464.0465094245621,59.29386688094573,0.00024712260131961764,0.008702711789245114,0.001010740279627791
City of Himamaylan,604510000,2023,7.0,182873.6249350992,30807.678478901275,96241.12468588148,3537647.6808862174,370556.65062917455,0.019272766249818944,503.4972323758896,84.82131228906313,0.0002649760999558105,0.009740036689704879,0.0010202359585559865
City of Himamaylan,604510000,2024,7.0,182873.6249350992,30807.678478901275,97455.96761342196,3537647.6808862174,370556.65062917455,0.019272766249818944,503.4972323758896,84.82131228906313,0.00026832086906620095,0.009740036689704879,0.0010202359585559865
City of Himamaylan,604510000,2025,8.0,184969.3372586241,41029.50606563692,97585.79169482598,3537647.6808862174,370556.65062917455,0.022026018571221648,509.2672571956268,112.96458282122126,0.00026867830751970057,0.009740036689704879,0.0010202359585559865
City of Ilagan,203114000,2022,9.0,956414.9817998868,97856.44545436438,3494234.493484986,31155700.847508408,350168817.0633575,0.009356436650483585,994.2929098648946,101.73195919280695,0.003632620408914096,0.03238959347568113,0.36403692820311995
City of Ilagan,203114000,2023,9.0,956414.9817999434,83520.90568531484,3500572.5310674654,31484348.87351297,350168817.0633575,0.009356436650483585,994.2929098649533,86.82867367062916,0.00363920945859508,0.03273125730186092,0.36403692820311995
City of Ilagan,203114000,2024,9.0,967445.6657882804,170265.22752559636,4241040.791056073,30541817.444239907,364440204.8074033,0.009356436650483585,1005.7604538592177,177.0084239026018,0.004409003277070327,0.03175139778974057,0.3788735210188591
City of Ilagan,203114000,2025,12.0,967125.2841164469,178184.83186640774,4244478.963784528,29990550.297614023,364441249.1932397,0.012475248867311446,1005.427383768497,185.2416768261236,0.004412577615440016,0.031178298219196356,0.37887460676662765
City of Iligan,1030900000,2022,36.0,363200.7771704584,168229.6439899258,2409152.831443958,13206794.640403986,193615238.84526792,0.06766114889319941,682.6272739515591,316.1836386181194,0.004527945789855627,0.024821858293507835,0.3638952639861678
City of Iligan,1030900000,2023,39.0,365584.4784162144,167076.71939474955,2290340.6434164336,13806388.153809955,193597160.22107384,0.0732995779676327,687.107384087837,314.01674409876244,0.004304641091398485,0.025948780126451108,0.3638612856394072
City of Iligan,1030900000,2024,40.0,365591.26879714185,167129.50434454562,2301403.831310512,13896113.68455723,193596985.1648273,0.07517905432577712,687.1201464482529,314.11595216397,0.0043254340914911146,0.02611741714021257,0.36386095662533047
City of Iligan,1030900000,2025,41.0,365590.1060797677,170181.49473561576,2420252.50456948,14657179.779314669,193583914.344692,0.07705853068392156,687.117961148437,319.8520959492703,0.004548807363078177,0.027547822872294486,0.3638363903279046
City of Iloilo,631000000,2022,192.0,54990.98695904439,23893.76271691245,3572581.783890508,17111409.05444409,835501.4611366959,2.6435261851728824,757.1360102850747,328.9780593982584,0.04918861194992815,0.23559613489910053,0.011503489532630515
City of Iloilo,631000000,2023,181.0,54597.62344616834,26407.594441406607,5977365.11938228,17749449.402748384,771509.8260855252,2.4920741641473527,751.7200376466402,363.58941350668863,0.08229854797617754,0.244380907648784,0.010622429309246157
City of Iloilo,631000000,2024,175.0,65174.46677049985,22983.14997463381,6139133.990123271,19902852.07562445,718280.3522749352,2.4094639708607,897.3458828775847,316.44041029010384,0.08452584092279035,0.27402974282049836,0.009889546455906216
City of Iloilo,631000000,2025,173.0,65197.0977764477,18916.361674448723,6389937.44708634,22071908.412839863,935221.2501818768,2.381927239765149,897.6574748401885,260.4473823677393,0.08797899459890364,0.303894103364999,0.012876468040551618
City of Imus,402109000,2022,67.0,58732.67575314796,71727.21607748148,7113846.940588038,11337521.826349888,720039.3819157729,1.3293890431266773,1165.3518749215937,1423.1847036922916,0.1411503011537011,0.22495488495759847,0.014286753208037815
City of Imus,402109000,2023,64.0,56081.10444030671,73162.89919810397,7391499.950640903,16042597.95892388,1613295.9571913097,1.2698641605986172,1112.7403846177103,1451.670993393149,0.1466593887560208,0.31831125298328067,0.032010417444935706
City of Imus,402109000,2024,64.0,57696.4214524029,77622.61424046349,7656601.517347772,19421533.49186326,2159613.1826054645,1.2698641605986172,1144.7909030812448,1540.1589980615067,0.15191943529476448,0.3853548332059823,0.04285024033354682
City of Imus,402109000,2025,71.0,55428.12391358765,96686.70151247532,7787385.312753335,21113949.98246493,3799874.352468677,1.408755553164091,1099.7841882356895,1918.4215165185708,0.15451439864746117,0.4189351308031877,0.07539569148402891
City of Iriga,501716000,2022,8.0,130539.51750353034,18594.19565886071,173826.11863895497,20533707.625072163,12373851.615447614,0.057531846989799386,938.7724433919183,133.71980244299579,0.001250067207545884,0.14766776565236608,0.08898631722680177
City of Iriga,501716000,2023,8.0,130539.47858597318,18594.19565886071,174103.53204894712,20533707.625072163,12373851.615447614,0.057531846989799386,938.7721635170503,133.71980244299579,0.0012520622207779573,0.14766776565236608,0.08898631722680177
City of Iriga,501716000,2024,7.0,132733.36150320564,18594.19565886071,620772.7395636085,20330434.01414153,12359537.27091603,0.05034036611607447,954.5494305555194,133.71980244299579,0.004464275283501514,0.14620592736722543,0.08888337589188296
City of Iriga,501716000,2025,8.0,111555.2645049741,18594.19565886071,629323.8607663396,20369228.94096589,12359446.477296062,0.057531846989799386,802.247551050846,133.71980244299579,0.004525770508079858,0.1464849203414804,0.08888272295130151
City of Isabela,990101000,2022,8.0,69045.18646037986,0.0,283866.7498171308,4432567.032763695,69050.9969568024,0.03640301112796633,314.1815863812148,0.0,0.0012917005565565808,0.020169848377394186,0.00031420802632695587
City of Isabela,990101000,2023,8.0,69073.36294039393,0.0,250823.59052866843,4437609.303993198,69050.9969568024,0.03640301112796633,314.30979997065214,0.0,0.0011413417446464484,0.020192792609353912,0.00031420802632695587
City of Isabela,990101000,2024,8.0,69049.78255559897,0.0,260624.39204698443,4405738.285289568,69050.9969568024,0.03640301112796633,314.2025003443906,0.0,0.0011859390804882291,0.02004776747828793,0.00031420802632695587
City of Isabela,990101000,2025,9.0,88580.72054299522,0.0,264436.102294259,4718763.126935101,69050.9969568024,0.040953387518962124,403.0756194562413,0.0,0.0012032837968067442,0.02147214832750696,0.00031420802632695587
City of Kabankalan,604515000,2022,15.0,367372.7247427508,72761.69928993576,273364.20183580555,11436083.208896032,8033648.882692137,0.022770796749176175,557.6913097538816,110.45612437705357,0.00041498137856692675,0.01736058175709587,0.012195505724135263
