city_name,psgc,year,poi_count,large_water_m,small_water_m,building_area_m2,gray_zones_area_m2,green_zones_area_m2,poi_per_km2,large_water_m_per_km2,small_water_m_per_km2,building_coverage_ratio,gray_zones_coverage_ratio,green_zones_coverage_ratio
City of Angeles,330100000,2024,138.0,101996.5788600726,86142.46771263801,14951078.416821714,19862606.73680064,8263017.267839659,1.1391793145905735,841.9738608434847,711.0994009132144,0.12341999466133971,0.163964280640657,0.0682105677364323
City of Angeles,330100000,2025,138.0,104975.84305464514,88389.780480672,15075994.406293465,20988950.678219743,8238627.057619684,1.1391793145905735,866.5674560837557,729.6507938027767,0.1244511664821211,0.17326216266369365,0.06800922843961266
City of Antipolo,405802000,2022,99.0,222410.56907638584,174997.06590438398,5126381.410401441,19652693.61795289,31689597.564998023,0.3758869458624185,844.4568640166176,664.4354811887199,0.019464038905875506,0.07461809072749652,0.12032026307390142
City of Antipolo,405802000,2023,106.0,227562.9315368301,169772.5005767679,5283558.705218348,20105453.66274421,32260431.951159947,0.4024648107213774,864.0195487563404,644.5986538709795,0.020060815605952718,0.07633714719663935,0.12248762866993833
City of Antipolo,405802000,2024,101.0,219057.607082118,164960.62810292243,5391075.403721289,22250214.447167777,32333647.09695504,0.3834806215364068,831.7262110507781,626.3287543954925,0.020469039074937374,0.08448045609423996,0.12276561470573417
City of Antipolo,405802000,2025,105.0,180520.3031964364,201085.3223643444,5514129.783820618,24925745.895456847,48838581.75307529,0.39866797288438327,685.4063175218815,763.4883604171041,0.020936256601306363,0.0946390151311716,0.18543217510520718
City of Bacolod,630200000,2022,97.0,98723.96145539184,73681.7329685351,2669252.107309267,14889215.06296507,2447548.443851167,0.5978501723915001,608.4756430441013,454.1302758488988,0.01645167868568268,0.09176824528008028,0.015085229475185235
City of Bacolod,630200000,2023,94.0,105263.89157362246,74749.27669163332,2735870.0290294103,17542875.241767142,2442716.654815195,0.5793599608742372,648.7838734421687,460.7099789302363,0.01686227184016465,0.10812382461374292,0.015055449208091265
City of Bacolod,630200000,2024,103.0,108551.66114344946,72173.27357780807,2834934.140644777,18533950.697956428,2456578.323361108,0.6348305954260258,669.0477250308759,444.83303144898406,0.01747284396601061,0.1142322228852455,0.015140884269223305
City of Bacolod,630200000,2025,103.0,105934.30008613868,91216.79832864432,5690651.178602655,19106015.127596285,1967754.3485058304,0.6348305954260258,652.9158718419682,562.2059650080485,0.03507378132110815,0.11775808698709327,0.012128064705962211
City of Bacoor,402103000,2022,73.0,48387.27239062133,60111.84119455989,7850062.772845928,11161503.220290964,484525.9458995903,1.488912025256186,986.9094757772978,1226.0444276009644,0.1601103131713181,0.2276506351318748,0.00988241790956888
City of Bacoor,402103000,2023,70.0,58029.32742036544,51720.56938852282,7961141.518834342,13382679.264370527,499339.462488121,1.4277238598346988,1183.5693618316525,1054.8955851461453,0.1623758813994349,0.2729538642036697,0.0101845552107332
City of Bacoor,402103000,2024,77.0,62651.628726503724,48420.06997291259,8070862.293041909,16732820.676922016,474563.2882600067,1.5704962458181688,1277.8460741476342,987.5784170741853,0.16461375236023032,0.34128353318252796,0.009679218995006051
City of Bacoor,402103000,2025,77.0,62540.55221242424,48566.5326926037,8098718.176564837,17371518.687403645,504193.9335250153,1.5704962458181688,1275.580551441655,990.5656787810321,0.16518190249655118,0.3543104530224362,0.010283567269679635
City of Bago,604502000,2022,1.0,198196.77450398327,62404.2638703715,210702.010195879,3987642.252850865,46206390.9690305,0.002459771364049772,487.518750371928,153.5002212629456,0.0005182787710275462,0.009808688223637478,0.11365715734170921
City of Bago,604502000,2023,1.0,198668.0468958618,69363.89909438214,248407.5126236124,5310776.7525455225,67674832.6460182,0.002459771364049772,488.677972706138,170.6193326911991,0.000611025686166394,0.013063296576772718,0.16646461540953625
